year,region_code,business_type,sector_type,cluster_type,small business,large business
2009,DR07,Utilities,Services-Producing Sector,cluster2,7.0,0.0
2009,DR07,Construction,Services-Producing Sector,cluster1,469.0,4.0
2009,DR07,Manufacturing,Services-Producing Sector,cluster2,143.0,16.0
2009,DR07,Wholesale Trade,Goods-Producing Sector,cluster2,94.0,1.0
2009,DR07,Retail Trade,Goods-Producing Sector,cluster1,359.0,8.0
2009,DR07,Transportation & Warehousing (48-49),Goods-Producing Sector,cluster2,316.0,2.0
2009,DR07,Information & Cultural Industries,Goods-Producing Sector,cluster1,31.0,0.0
2009,DR07,Finance & Insurance,Goods-Producing Sector,cluster1,97.0,3.0
2009,DR07,Real Estate & Rental & Leasing,Goods-Producing Sector,cluster1,255.0,0.0
2009,DR07,"Professional, Scientific & Technical Services",Goods-Producing Sector,cluster1,312.0,2.0
2009,DR07,Management of Companies & Enterprises,Goods-Producing Sector,cluster2,92.0,0.0
2009,DR07,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,cluster1,133.0,2.0
2009,DR07,Educational Services,Goods-Producing Sector,cluster1,30.0,3.0
2009,DR07,Health Care & Social Assistance,Goods-Producing Sector,cluster1,133.0,4.0
2009,DR07,"Arts, Entertainment & Recreation",Goods-Producing Sector,cluster2,90.0,0.0
2009,DR07,Accommodation & Food Services,Goods-Producing Sector,cluster2,241.0,2.0
2009,DR07,Other Services (excl. Public Administration),Goods-Producing Sector,cluster2,330.0,0.0
2009,DR07,Public Administration,Goods-Producing Sector,cluster1,19.0,10.0
2009,DR08,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,cluster1,1814.0,1.0
2009,DR08,Mining & Oil & Gas Extraction,Services-Producing Sector,cluster2,620.0,18.0
2009,DR08,Utilities,Services-Producing Sector,cluster2,11.0,0.0
2009,DR08,Construction,Services-Producing Sector,cluster1,1182.0,24.0
2009,DR08,Manufacturing,Services-Producing Sector,cluster2,160.0,10.0
2009,DR08,Wholesale Trade,Goods-Producing Sector,cluster2,249.0,1.0
2009,DR08,Retail Trade,Goods-Producing Sector,cluster1,551.0,20.0
2009,DR08,Transportation & Warehousing (48-49),Goods-Producing Sector,cluster2,887.0,6.0
2009,DR08,Information & Cultural Industries,Goods-Producing Sector,cluster1,41.0,0.0
2009,DR08,Finance & Insurance,Goods-Producing Sector,cluster1,126.0,5.0
2009,DR08,Real Estate & Rental & Leasing,Goods-Producing Sector,cluster1,600.0,2.0
2009,DR08,"Professional, Scientific & Technical Services",Goods-Producing Sector,cluster1,667.0,4.0
2009,DR08,Management of Companies & Enterprises,Goods-Producing Sector,cluster2,129.0,1.0
2009,DR08,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,cluster1,332.0,5.0
2009,DR08,Educational Services,Goods-Producing Sector,cluster1,71.0,4.0
2009,DR08,Health Care & Social Assistance,Goods-Producing Sector,cluster1,257.0,11.0
2009,DR08,"Arts, Entertainment & Recreation",Goods-Producing Sector,cluster2,106.0,1.0
2009,DR08,Accommodation & Food Services,Goods-Producing Sector,cluster2,278.0,13.0
2009,DR08,Other Services (excl. Public Administration),Goods-Producing Sector,cluster2,902.0,3.0
2009,DR08,Public Administration,Goods-Producing Sector,cluster1,6.0,11.0
2010,DR01,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,cluster1,6942.0,38.0
2010,DR01,Mining & Oil & Gas Extraction,Services-Producing Sector,cluster2,133.0,2.0
2010,DR01,Utilities,Services-Producing Sector,cluster2,60.0,2.0
2010,DR01,Construction,Services-Producing Sector,cluster1,12801.0,43.0
2010,DR01,Manufacturing,Services-Producing Sector,cluster2,2255.0,54.0
2010,DR01,Wholesale Trade,Goods-Producing Sector,cluster2,2144.0,29.0
2010,DR01,Retail Trade,Goods-Producing Sector,cluster1,8570.0,172.0
2010,DR01,Transportation & Warehousing (48-49),Goods-Producing Sector,cluster2,2987.0,34.0
2010,DR01,Information & Cultural Industries,Goods-Producing Sector,cluster1,1074.0,13.0
2010,DR01,Finance & Insurance,Goods-Producing Sector,cluster1,3356.0,26.0
2010,DR01,Real Estate & Rental & Leasing,Goods-Producing Sector,cluster1,35517.0,19.0
2010,DR01,"Professional, Scientific & Technical Services",Goods-Producing Sector,cluster1,13618.0,32.0
2010,DR01,Management of Companies & Enterprises,Goods-Producing Sector,cluster2,2165.0,9.0
2010,DR01,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,cluster1,4878.0,46.0
2010,DR01,Educational Services,Goods-Producing Sector,cluster1,1267.0,40.0
2010,DR01,Health Care & Social Assistance,Goods-Producing Sector,cluster1,7596.0,93.0
2010,DR01,"Arts, Entertainment & Recreation",Goods-Producing Sector,cluster2,1828.0,25.0
2010,DR01,Accommodation & Food Services,Goods-Producing Sector,cluster2,3190.0,168.0
2010,DR01,Other Services (excl. Public Administration),Goods-Producing Sector,cluster2,5629.0,26.0
2010,DR01,Public Administration,Goods-Producing Sector,cluster1,355.0,51.0
2010,DR02,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,cluster1,10430.0,102.0
2010,DR02,Mining & Oil & Gas Extraction,Services-Producing Sector,cluster2,1121.0,24.0
2010,DR02,Utilities,Services-Producing Sector,cluster2,150.0,12.0
2010,DR02,Construction,Services-Producing Sector,cluster1,41398.0,278.0
2010,DR02,Manufacturing,Services-Producing Sector,cluster2,7859.0,479.0
2010,DR02,Wholesale Trade,Goods-Producing Sector,cluster2,13248.0,253.0
2010,DR02,Retail Trade,Goods-Producing Sector,cluster1,28240.0,503.0
2010,DR02,Transportation & Warehousing (48-49),Goods-Producing Sector,cluster2,16336.0,212.0
2010,DR02,Information & Cultural Industries,Goods-Producing Sector,cluster1,6916.0,113.0
2010,DR02,Finance & Insurance,Goods-Producing Sector,cluster1,16393.0,204.0
2010,DR02,Real Estate & Rental & Leasing,Goods-Producing Sector,cluster1,127842.0,89.0
2010,DR02,"Professional, Scientific & Technical Services",Goods-Producing Sector,cluster1,51620.0,247.0
2010,DR02,Management of Companies & Enterprises,Goods-Producing Sector,cluster2,9426.0,111.0
2010,DR02,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,cluster1,19107.0,283.0
2010,DR02,Educational Services,Goods-Producing Sector,cluster1,5633.0,120.0
2010,DR02,Health Care & Social Assistance,Goods-Producing Sector,cluster1,23686.0,302.0
2010,DR02,"Arts, Entertainment & Recreation",Goods-Producing Sector,cluster2,6821.0,118.0
2010,DR02,Accommodation & Food Services,Goods-Producing Sector,cluster2,9793.0,629.0
2010,DR02,Other Services (excl. Public Administration),Goods-Producing Sector,cluster2,22020.0,157.0
2010,DR02,Public Administration,Goods-Producing Sector,cluster1,190.0,77.0
2010,DR03,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,cluster1,7639.0,34.0
2010,DR03,Mining & Oil & Gas Extraction,Services-Producing Sector,cluster2,227.0,4.0
2010,DR03,Utilities,Services-Producing Sector,cluster2,76.0,3.0
2010,DR03,Construction,Services-Producing Sector,cluster1,10731.0,45.0
2010,DR03,Manufacturing,Services-Producing Sector,cluster2,1761.0,76.0
2010,DR03,Wholesale Trade,Goods-Producing Sector,cluster2,1880.0,13.0
2010,DR03,Retail Trade,Goods-Producing Sector,cluster1,6749.0,126.0
2010,DR03,Transportation & Warehousing (48-49),Goods-Producing Sector,cluster2,2384.0,29.0
2010,DR03,Information & Cultural Industries,Goods-Producing Sector,cluster1,563.0,13.0
2010,DR03,Finance & Insurance,Goods-Producing Sector,cluster1,2591.0,21.0
2010,DR03,Real Estate & Rental & Leasing,Goods-Producing Sector,cluster1,23297.0,10.0
2010,DR03,"Professional, Scientific & Technical Services",Goods-Producing Sector,cluster1,7336.0,15.0
2010,DR03,Management of Companies & Enterprises,Goods-Producing Sector,cluster2,1689.0,8.0
2010,DR03,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,cluster1,3524.0,31.0
2010,DR03,Educational Services,Goods-Producing Sector,cluster1,594.0,22.0
2010,DR03,Health Care & Social Assistance,Goods-Producing Sector,cluster1,4519.0,74.0
2010,DR03,"Arts, Entertainment & Recreation",Goods-Producing Sector,cluster2,1026.0,33.0
2010,DR03,Accommodation & Food Services,Goods-Producing Sector,cluster2,2625.0,130.0
2010,DR03,Other Services (excl. Public Administration),Goods-Producing Sector,cluster2,4168.0,16.0
2010,DR03,Public Administration,Goods-Producing Sector,cluster1,103.0,36.0
2010,DR04,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,cluster1,2022.0,6.0
2010,DR04,Mining & Oil & Gas Extraction,Services-Producing Sector,cluster2,105.0,4.0
2010,DR04,Utilities,Services-Producing Sector,cluster2,37.0,2.0
2010,DR04,Construction,Services-Producing Sector,cluster1,3002.0,13.0
2010,DR04,Manufacturing,Services-Producing Sector,cluster2,540.0,23.0
2010,DR04,Wholesale Trade,Goods-Producing Sector,cluster2,423.0,2.0
2010,DR04,Retail Trade,Goods-Producing Sector,cluster1,1975.0,38.0
2010,DR04,Transportation & Warehousing (48-49),Goods-Producing Sector,cluster2,659.0,4.0
2010,DR04,Information & Cultural Industries,Goods-Producing Sector,cluster1,220.0,2.0
2010,DR04,Finance & Insurance,Goods-Producing Sector,cluster1,500.0,4.0
2010,DR04,Real Estate & Rental & Leasing,Goods-Producing Sector,cluster1,6951.0,2.0
2010,DR04,"Professional, Scientific & Technical Services",Goods-Producing Sector,cluster1,1874.0,7.0
2010,DR04,Management of Companies & Enterprises,Goods-Producing Sector,cluster2,305.0,1.0
2010,DR04,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,cluster1,952.0,5.0
2010,DR04,Educational Services,Goods-Producing Sector,cluster1,146.0,11.0
2010,DR04,Health Care & Social Assistance,Goods-Producing Sector,cluster1,1288.0,37.0
2010,DR04,"Arts, Entertainment & Recreation",Goods-Producing Sector,cluster2,412.0,14.0
2010,DR04,Accommodation & Food Services,Goods-Producing Sector,cluster2,1137.0,21.0
2010,DR04,Other Services (excl. Public Administration),Goods-Producing Sector,cluster2,1160.0,4.0
2010,DR04,Public Administration,Goods-Producing Sector,cluster1,59.0,14.0
2010,DR05,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,cluster1,3101.0,21.0
2010,DR05,Mining & Oil & Gas Extraction,Services-Producing Sector,cluster2,56.0,2.0
2010,DR05,Utilities,Services-Producing Sector,cluster2,13.0,0.0
2010,DR05,Construction,Services-Producing Sector,cluster1,2199.0,18.0
2010,DR05,Manufacturing,Services-Producing Sector,cluster2,442.0,42.0
2010,DR05,Wholesale Trade,Goods-Producing Sector,cluster2,497.0,5.0
2010,DR05,Retail Trade,Goods-Producing Sector,cluster1,1713.0,37.0
2010,DR05,Transportation & Warehousing (48-49),Goods-Producing Sector,cluster2,1123.0,12.0
2010,DR05,Information & Cultural Industries,Goods-Producing Sector,cluster1,135.0,5.0
2010,DR05,Finance & Insurance,Goods-Producing Sector,cluster1,464.0,10.0
2010,DR05,Real Estate & Rental & Leasing,Goods-Producing Sector,cluster1,5233.0,2.0
2010,DR05,"Professional, Scientific & Technical Services",Goods-Producing Sector,cluster1,1657.0,7.0
2010,DR05,Management of Companies & Enterprises,Goods-Producing Sector,cluster2,352.0,1.0
2010,DR05,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,cluster1,761.0,13.0
2010,DR05,Educational Services,Goods-Producing Sector,cluster1,160.0,7.0
2010,DR05,Health Care & Social Assistance,Goods-Producing Sector,cluster1,1232.0,14.0
2010,DR05,"Arts, Entertainment & Recreation",Goods-Producing Sector,cluster2,234.0,6.0
2010,DR05,Accommodation & Food Services,Goods-Producing Sector,cluster2,669.0,25.0
2010,DR05,Other Services (excl. Public Administration),Goods-Producing Sector,cluster2,1275.0,1.0
2010,DR05,Public Administration,Goods-Producing Sector,cluster1,25.0,15.0
2010,DR06,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,cluster1,1093.0,3.0
2010,DR06,Mining & Oil & Gas Extraction,Services-Producing Sector,cluster2,14.0,0.0
2010,DR06,Utilities,Services-Producing Sector,cluster2,8.0,1.0
2010,DR06,Construction,Services-Producing Sector,cluster1,546.0,2.0
2010,DR06,Manufacturing,Services-Producing Sector,cluster2,97.0,10.0
2010,DR06,Wholesale Trade,Goods-Producing Sector,cluster2,123.0,4.0
2010,DR06,Retail Trade,Goods-Producing Sector,cluster1,548.0,12.0
2010,DR06,Transportation & Warehousing (48-49),Goods-Producing Sector,cluster2,342.0,3.0
2010,DR06,Information & Cultural Industries,Goods-Producing Sector,cluster1,53.0,0.0
2010,DR06,Finance & Insurance,Goods-Producing Sector,cluster1,112.0,3.0
2010,DR06,Real Estate & Rental & Leasing,Goods-Producing Sector,cluster1,1795.0,1.0
2010,DR06,"Professional, Scientific & Technical Services",Goods-Producing Sector,cluster1,438.0,1.0
2010,DR06,Management of Companies & Enterprises,Goods-Producing Sector,cluster2,78.0,1.0
2010,DR06,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,cluster1,239.0,2.0
2010,DR06,Educational Services,Goods-Producing Sector,cluster1,44.0,7.0
2010,DR06,Health Care & Social Assistance,Goods-Producing Sector,cluster1,292.0,12.0
2010,DR06,"Arts, Entertainment & Recreation",Goods-Producing Sector,cluster2,108.0,1.0
2010,DR06,Accommodation & Food Services,Goods-Producing Sector,cluster2,242.0,8.0
2010,DR06,Other Services (excl. Public Administration),Goods-Producing Sector,cluster2,343.0,0.0
2010,DR06,Public Administration,Goods-Producing Sector,cluster1,26.0,19.0
2010,DR07,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,cluster1,1668.0,6.0
2010,DR07,Mining & Oil & Gas Extraction,Services-Producing Sector,cluster2,49.0,2.0
2010,DR07,Utilities,Services-Producing Sector,cluster2,7.0,0.0
2010,DR07,Construction,Services-Producing Sector,cluster1,567.0,4.0
2010,DR07,Manufacturing,Services-Producing Sector,cluster2,143.0,13.0
2010,DR07,Wholesale Trade,Goods-Producing Sector,cluster2,98.0,1.0
2010,DR07,Retail Trade,Goods-Producing Sector,cluster1,452.0,7.0
2010,DR07,Transportation & Warehousing (48-49),Goods-Producing Sector,cluster2,316.0,2.0
2010,DR07,Information & Cultural Industries,Goods-Producing Sector,cluster1,36.0,0.0
2010,DR07,Finance & Insurance,Goods-Producing Sector,cluster1,104.0,3.0
2010,DR07,Real Estate & Rental & Leasing,Goods-Producing Sector,cluster1,977.0,0.0
2010,DR07,"Professional, Scientific & Technical Services",Goods-Producing Sector,cluster1,421.0,2.0
2010,DR07,Management of Companies & Enterprises,Goods-Producing Sector,cluster2,85.0,0.0
2010,DR07,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,cluster1,197.0,2.0
2010,DR07,Educational Services,Goods-Producing Sector,cluster1,38.0,3.0
2010,DR07,Health Care & Social Assistance,Goods-Producing Sector,cluster1,254.0,5.0
2010,DR07,"Arts, Entertainment & Recreation",Goods-Producing Sector,cluster2,95.0,1.0
2010,DR07,Accommodation & Food Services,Goods-Producing Sector,cluster2,237.0,4.0
2010,DR07,Other Services (excl. Public Administration),Goods-Producing Sector,cluster2,374.0,0.0
2010,DR07,Public Administration,Goods-Producing Sector,cluster1,19.0,9.0
2010,DR08,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,cluster1,2341.0,0.0
2010,DR08,Mining & Oil & Gas Extraction,Services-Producing Sector,cluster2,587.0,20.0
2010,DR08,Utilities,Services-Producing Sector,cluster2,11.0,0.0
2010,DR08,Construction,Services-Producing Sector,cluster1,1298.0,22.0
2010,DR08,Manufacturing,Services-Producing Sector,cluster2,136.0,7.0
2010,DR08,Wholesale Trade,Goods-Producing Sector,cluster2,223.0,1.0
2010,DR08,Retail Trade,Goods-Producing Sector,cluster1,687.0,24.0
2010,DR08,Transportation & Warehousing (48-49),Goods-Producing Sector,cluster2,851.0,6.0
2010,DR08,Information & Cultural Industries,Goods-Producing Sector,cluster1,45.0,0.0
2010,DR08,Finance & Insurance,Goods-Producing Sector,cluster1,142.0,5.0
2010,DR08,Real Estate & Rental & Leasing,Goods-Producing Sector,cluster1,2057.0,2.0
2010,DR08,"Professional, Scientific & Technical Services",Goods-Producing Sector,cluster1,855.0,4.0
2010,DR08,Management of Companies & Enterprises,Goods-Producing Sector,cluster2,121.0,1.0
2010,DR08,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,cluster1,470.0,4.0
2010,DR08,Educational Services,Goods-Producing Sector,cluster1,74.0,4.0
2010,DR08,Health Care & Social Assistance,Goods-Producing Sector,cluster1,397.0,11.0
2010,DR08,"Arts, Entertainment & Recreation",Goods-Producing Sector,cluster2,114.0,1.0
2010,DR08,Accommodation & Food Services,Goods-Producing Sector,cluster2,282.0,12.0
2010,DR08,Other Services (excl. Public Administration),Goods-Producing Sector,cluster2,870.0,2.0
2010,DR08,Public Administration,Goods-Producing Sector,cluster1,8.0,11.0
2011,DR01,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,cluster1,7645.0,35.0
2011,DR01,Mining & Oil & Gas Extraction,Services-Producing Sector,cluster2,137.0,2.0
2011,DR01,Utilities,Services-Producing Sector,cluster2,64.0,2.0
2011,DR01,Construction,Services-Producing Sector,cluster1,12758.0,48.0
2011,DR01,Manufacturing,Services-Producing Sector,cluster2,2101.0,49.0
2011,DR01,Wholesale Trade,Goods-Producing Sector,cluster2,1995.0,27.0
2011,DR01,Retail Trade,Goods-Producing Sector,cluster1,8461.0,188.0
2011,DR01,Transportation & Warehousing (48-49),Goods-Producing Sector,cluster2,2887.0,36.0
2011,DR01,Information & Cultural Industries,Goods-Producing Sector,cluster1,1057.0,14.0
2011,DR01,Finance & Insurance,Goods-Producing Sector,cluster1,3428.0,26.0
2011,DR01,Real Estate & Rental & Leasing,Goods-Producing Sector,cluster1,35711.0,22.0
2011,DR01,"Professional, Scientific & Technical Services",Goods-Producing Sector,cluster1,13707.0,37.0
2011,DR01,Management of Companies & Enterprises,Goods-Producing Sector,cluster2,2113.0,9.0
2011,DR01,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,cluster1,4876.0,45.0
2011,DR01,Educational Services,Goods-Producing Sector,cluster1,1288.0,37.0
2011,DR01,Health Care & Social Assistance,Goods-Producing Sector,cluster1,7859.0,84.0
2011,DR01,"Arts, Entertainment & Recreation",Goods-Producing Sector,cluster2,1892.0,26.0
2011,DR01,Accommodation & Food Services,Goods-Producing Sector,cluster2,3123.0,151.0
2011,DR01,Other Services (excl. Public Administration),Goods-Producing Sector,cluster2,5462.0,30.0
2011,DR01,Public Administration,Goods-Producing Sector,cluster1,344.0,49.0
2011,DR02,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,cluster1,11351.0,90.0
2011,DR02,Mining & Oil & Gas Extraction,Services-Producing Sector,cluster2,1129.0,19.0
2011,DR02,Utilities,Services-Producing Sector,cluster2,137.0,13.0
2011,DR02,Construction,Services-Producing Sector,cluster1,41825.0,281.0
2011,DR02,Manufacturing,Services-Producing Sector,cluster2,7442.0,443.0
2011,DR02,Wholesale Trade,Goods-Producing Sector,cluster2,12467.0,213.0
2011,DR02,Retail Trade,Goods-Producing Sector,cluster1,28432.0,557.0
2011,DR02,Transportation & Warehousing (48-49),Goods-Producing Sector,cluster2,16202.0,194.0
2011,DR02,Information & Cultural Industries,Goods-Producing Sector,cluster1,7313.0,95.0
2011,DR02,Finance & Insurance,Goods-Producing Sector,cluster1,17383.0,174.0
2011,DR02,Real Estate & Rental & Leasing,Goods-Producing Sector,cluster1,128566.0,68.0
2011,DR02,"Professional, Scientific & Technical Services",Goods-Producing Sector,cluster1,52253.0,219.0
2011,DR02,Management of Companies & Enterprises,Goods-Producing Sector,cluster2,9346.0,108.0
2011,DR02,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,cluster1,19374.0,257.0
2011,DR02,Educational Services,Goods-Producing Sector,cluster1,5865.0,112.0
2011,DR02,Health Care & Social Assistance,Goods-Producing Sector,cluster1,24818.0,294.0
2011,DR02,"Arts, Entertainment & Recreation",Goods-Producing Sector,cluster2,6995.0,103.0
2011,DR02,Accommodation & Food Services,Goods-Producing Sector,cluster2,9702.0,601.0
2011,DR02,Other Services (excl. Public Administration),Goods-Producing Sector,cluster2,20883.0,136.0
2011,DR02,Public Administration,Goods-Producing Sector,cluster1,173.0,77.0
2011,DR03,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,cluster1,8260.0,32.0
2011,DR03,Mining & Oil & Gas Extraction,Services-Producing Sector,cluster2,208.0,3.0
2011,DR03,Utilities,Services-Producing Sector,cluster2,72.0,4.0
2011,DR03,Construction,Services-Producing Sector,cluster1,10473.0,43.0
2011,DR03,Manufacturing,Services-Producing Sector,cluster2,1646.0,69.0
2011,DR03,Wholesale Trade,Goods-Producing Sector,cluster2,1748.0,12.0
2011,DR03,Retail Trade,Goods-Producing Sector,cluster1,6684.0,130.0
2011,DR03,Transportation & Warehousing (48-49),Goods-Producing Sector,cluster2,2294.0,25.0
2011,DR03,Information & Cultural Industries,Goods-Producing Sector,cluster1,596.0,13.0
2011,DR03,Finance & Insurance,Goods-Producing Sector,cluster1,2645.0,18.0
2011,DR03,Real Estate & Rental & Leasing,Goods-Producing Sector,cluster1,23103.0,11.0
2011,DR03,"Professional, Scientific & Technical Services",Goods-Producing Sector,cluster1,7433.0,13.0
2011,DR03,Management of Companies & Enterprises,Goods-Producing Sector,cluster2,1669.0,7.0
2011,DR03,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,cluster1,3450.0,23.0
2011,DR03,Educational Services,Goods-Producing Sector,cluster1,595.0,18.0
2011,DR03,Health Care & Social Assistance,Goods-Producing Sector,cluster1,4686.0,74.0
2011,DR03,"Arts, Entertainment & Recreation",Goods-Producing Sector,cluster2,1047.0,35.0
2011,DR03,Accommodation & Food Services,Goods-Producing Sector,cluster2,2508.0,114.0
2011,DR03,Other Services (excl. Public Administration),Goods-Producing Sector,cluster2,4077.0,14.0
2011,DR03,Public Administration,Goods-Producing Sector,cluster1,96.0,37.0
2011,DR04,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,cluster1,2214.0,4.0
2011,DR04,Mining & Oil & Gas Extraction,Services-Producing Sector,cluster2,111.0,4.0
2011,DR04,Utilities,Services-Producing Sector,cluster2,39.0,3.0
2011,DR04,Construction,Services-Producing Sector,cluster1,2986.0,12.0
2011,DR04,Manufacturing,Services-Producing Sector,cluster2,506.0,22.0
2011,DR04,Wholesale Trade,Goods-Producing Sector,cluster2,394.0,2.0
2011,DR04,Retail Trade,Goods-Producing Sector,cluster1,1950.0,34.0
2011,DR04,Transportation & Warehousing (48-49),Goods-Producing Sector,cluster2,629.0,3.0
2011,DR04,Information & Cultural Industries,Goods-Producing Sector,cluster1,214.0,2.0
2011,DR04,Finance & Insurance,Goods-Producing Sector,cluster1,490.0,7.0
2011,DR04,Real Estate & Rental & Leasing,Goods-Producing Sector,cluster1,6632.0,3.0
2011,DR04,"Professional, Scientific & Technical Services",Goods-Producing Sector,cluster1,1927.0,4.0
2011,DR04,Management of Companies & Enterprises,Goods-Producing Sector,cluster2,298.0,0.0
2011,DR04,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,cluster1,921.0,5.0
2011,DR04,Educational Services,Goods-Producing Sector,cluster1,156.0,10.0
2011,DR04,Health Care & Social Assistance,Goods-Producing Sector,cluster1,1328.0,35.0
2011,DR04,"Arts, Entertainment & Recreation",Goods-Producing Sector,cluster2,411.0,13.0
2011,DR04,Accommodation & Food Services,Goods-Producing Sector,cluster2,1090.0,19.0
2011,DR04,Other Services (excl. Public Administration),Goods-Producing Sector,cluster2,1133.0,6.0
2011,DR04,Public Administration,Goods-Producing Sector,cluster1,54.0,14.0
2011,DR05,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,cluster1,3279.0,15.0
2011,DR05,Mining & Oil & Gas Extraction,Services-Producing Sector,cluster2,51.0,4.0
2011,DR05,Utilities,Services-Producing Sector,cluster2,13.0,0.0
2011,DR05,Construction,Services-Producing Sector,cluster1,2156.0,16.0
2011,DR05,Manufacturing,Services-Producing Sector,cluster2,387.0,45.0
2011,DR05,Wholesale Trade,Goods-Producing Sector,cluster2,456.0,8.0
2011,DR05,Retail Trade,Goods-Producing Sector,cluster1,1699.0,37.0
2011,DR05,Transportation & Warehousing (48-49),Goods-Producing Sector,cluster2,1069.0,12.0
2011,DR05,Information & Cultural Industries,Goods-Producing Sector,cluster1,122.0,4.0
2011,DR05,Finance & Insurance,Goods-Producing Sector,cluster1,473.0,8.0
2011,DR05,Real Estate & Rental & Leasing,Goods-Producing Sector,cluster1,5074.0,2.0
2011,DR05,"Professional, Scientific & Technical Services",Goods-Producing Sector,cluster1,1665.0,5.0
2011,DR05,Management of Companies & Enterprises,Goods-Producing Sector,cluster2,343.0,3.0
2011,DR05,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,cluster1,741.0,11.0
2011,DR05,Educational Services,Goods-Producing Sector,cluster1,162.0,7.0
2011,DR05,Health Care & Social Assistance,Goods-Producing Sector,cluster1,1226.0,14.0
2011,DR05,"Arts, Entertainment & Recreation",Goods-Producing Sector,cluster2,243.0,3.0
2011,DR05,Accommodation & Food Services,Goods-Producing Sector,cluster2,641.0,25.0
2011,DR05,Other Services (excl. Public Administration),Goods-Producing Sector,cluster2,1229.0,1.0
2011,DR05,Public Administration,Goods-Producing Sector,cluster1,26.0,15.0
2011,DR06,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,cluster1,1086.0,2.0
2011,DR06,Mining & Oil & Gas Extraction,Services-Producing Sector,cluster2,18.0,0.0
2011,DR06,Utilities,Services-Producing Sector,cluster2,8.0,0.0
2011,DR06,Construction,Services-Producing Sector,cluster1,542.0,0.0
2011,DR06,Manufacturing,Services-Producing Sector,cluster2,88.0,6.0
2011,DR06,Wholesale Trade,Goods-Producing Sector,cluster2,123.0,2.0
2011,DR06,Retail Trade,Goods-Producing Sector,cluster1,512.0,11.0
2011,DR06,Transportation & Warehousing (48-49),Goods-Producing Sector,cluster2,333.0,3.0
2011,DR06,Information & Cultural Industries,Goods-Producing Sector,cluster1,53.0,0.0
2011,DR06,Finance & Insurance,Goods-Producing Sector,cluster1,113.0,3.0
2011,DR06,Real Estate & Rental & Leasing,Goods-Producing Sector,cluster1,1675.0,0.0
2011,DR06,"Professional, Scientific & Technical Services",Goods-Producing Sector,cluster1,427.0,2.0
2011,DR06,Management of Companies & Enterprises,Goods-Producing Sector,cluster2,80.0,0.0
2011,DR06,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,cluster1,237.0,2.0
2011,DR06,Educational Services,Goods-Producing Sector,cluster1,48.0,6.0
2011,DR06,Health Care & Social Assistance,Goods-Producing Sector,cluster1,306.0,11.0
2011,DR06,"Arts, Entertainment & Recreation",Goods-Producing Sector,cluster2,106.0,2.0
2011,DR06,Accommodation & Food Services,Goods-Producing Sector,cluster2,227.0,6.0
2011,DR06,Other Services (excl. Public Administration),Goods-Producing Sector,cluster2,348.0,0.0
2011,DR06,Public Administration,Goods-Producing Sector,cluster1,25.0,19.0
2011,DR07,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,cluster1,1720.0,4.0
2011,DR07,Mining & Oil & Gas Extraction,Services-Producing Sector,cluster2,50.0,4.0
2011,DR07,Utilities,Services-Producing Sector,cluster2,8.0,0.0
2011,DR07,Construction,Services-Producing Sector,cluster1,590.0,4.0
2011,DR07,Manufacturing,Services-Producing Sector,cluster2,135.0,15.0
2011,DR07,Wholesale Trade,Goods-Producing Sector,cluster2,91.0,1.0
